timestamp,open,high,low,close,volume
2026-07-06 04:37:00,748.15,748.15,748.079,748.0797,0.0
2026-07-06 04:38:00,748.1469,748.1469,748.1287,748.1291,0.0
2026-07-06 04:39:00,748.1312,748.1312,748.1312,748.1312,0.0
2026-07-06 04:40:00,748.209,748.22,748.209,748.22,0.0
2026-07-06 04:41:37,748.39,748.39,748.39,748.39,0.0
2026-07-06 04:41:00,748.3982,748.42,748.39,748.39,0.0
2026-07-06 04:43:00,748.38,748.38,748.38,748.38,0.0
2026-07-06 04:45:00,748.37,748.37,748.2617,748.2617,0.0
2026-07-06 04:46:00,748.3095,748.31,748.289,748.289,0.0
2026-07-06 04:47:00,748.289,748.31,748.289,748.31,0.0
2026-07-06 04:48:55,748.33,748.33,748.33,748.33,0.0
2026-07-06 04:48:00,748.24,748.33,748.24,748.33,0.0
2026-07-06 04:50:11,748.3795,748.3795,748.3795,748.3795,0.0
2026-07-06 04:50:00,748.3795,748.3795,748.3795,748.3795,0.0
2026-07-06 04:54:00,748.3412,748.3412,748.3412,748.3412,0.0
2026-07-06 04:55:00,748.3212,748.3387,748.3195,748.3212,0.0
2026-07-06 04:56:00,748.391,748.43,748.391,748.43,0.0
2026-07-06 04:57:00,748.4064,748.409,748.4064,748.409,0.0
2026-07-06 04:58:00,748.38,748.53,748.38,748.5012,0.0
2026-07-06 04:59:00,748.5402,748.55,748.44,748.47,0.0
2026-07-06 05:00:00,748.46,748.46,748.37,748.37,0.0
2026-07-06 05:01:00,748.37,748.42,748.37,748.42,0.0
2026-07-06 05:02:00,748.4295,748.4295,748.4295,748.4295,0.0
2026-07-06 05:03:00,748.36,748.36,748.3287,748.3482,0.0
2026-07-06 05:05:05,748.33,748.33,748.33,748.33,0.0
2026-07-06 05:05:00,748.33,748.33,748.33,748.33,0.0
2026-07-06 05:06:00,748.42,748.5,748.42,748.4623,0.0
2026-07-06 05:07:00,748.4117,748.4307,748.39,748.39,0.0
2026-07-06 05:08:00,748.3992,748.3992,748.37,748.37,0.0
2026-07-06 05:10:00,748.36,748.36,748.33,748.34,0.0
2026-07-06 05:11:00,748.289,748.289,748.23,748.23,0.0
2026-07-06 05:12:00,748.29,748.29,748.15,748.15,0.0
2026-07-06 05:14:00,748.16,748.16,748.15,748.15,0.0
2026-07-06 05:15:00,748.27,748.291,748.2212,748.2212,0.0
2026-07-06 05:16:00,748.3099,748.3099,748.281,748.2907,0.0
2026-07-06 05:18:00,748.35,748.35,748.35,748.35,0.0
2026-07-06 05:19:00,748.3292,748.3292,748.24,748.26,0.0
2026-07-06 05:20:00,748.17,748.17,748.17,748.17,0.0
2026-07-06 05:21:00,748.17,748.17,748.1699,748.1699,0.0
2026-07-06 05:22:00,748.257,748.2712,748.2201,748.2712,0.0
2026-07-06 05:23:22,748.35,748.35,748.35,748.35,0.0
2026-07-06 05:23:00,748.35,748.35,748.35,748.35,0.0
2026-07-06 05:25:11,748.36,748.36,748.36,748.36,0.0
2026-07-06 05:25:00,748.36,748.36,748.36,748.36,0.0
2026-07-06 05:27:45,748.4192,748.4192,748.4192,748.4192,0.0
2026-07-06 05:27:00,748.3901,748.4192,748.3901,748.4192,0.0
2026-07-06 05:29:00,748.47,748.51,748.4415,748.4415,0.0
2026-07-06 05:30:00,748.48,748.48,748.3987,748.3987,0.0
2026-07-06 05:31:00,748.3387,748.3387,748.2687,748.2687,0.0
2026-07-06 05:32:00,748.2707,748.2707,748.229,748.229,0.0
2026-07-06 05:34:00,748.2487,748.2487,748.2487,748.2487,0.0
2026-07-06 05:35:03,748.27,748.27,748.27,748.27,0.0
2026-07-06 05:35:00,748.27,748.27,748.27,748.27,0.0
2026-07-06 05:36:00,748.45,748.45,748.45,748.45,0.0
2026-07-06 05:37:00,748.4687,748.4687,748.4312,748.4312,0.0
2026-07-06 05:38:00,748.4796,748.4796,748.4796,748.4796,0.0
2026-07-06 05:39:57,748.3992,748.3992,748.3992,748.3992,0.0
2026-07-06 05:39:00,748.4101,748.4101,748.3801,748.3992,0.0
2026-07-06 05:41:00,748.4412,748.4412,748.4412,748.4412,0.0
2026-07-06 05:42:24,748.3787,748.3787,748.3787,748.3787,0.0
2026-07-06 05:42:00,748.3787,748.3787,748.3787,748.3787,0.0
2026-07-06 05:44:18,748.3571,748.3571,748.3571,748.3571,0.0
2026-07-06 05:44:00,748.3462,748.3571,748.3462,748.3571,0.0
2026-07-06 05:46:00,748.19,748.19,748.19,748.19,0.0
2026-07-06 05:47:00,748.14,748.14,748.08,748.09,0.0
2026-07-06 05:48:00,748.091,748.091,748.091,748.091,0.0
2026-07-06 05:49:53,747.999,747.999,747.999,747.999,0.0
2026-07-06 05:49:00,748.05,748.05,747.999,747.999,0.0
2026-07-06 05:51:51,748.4801,748.4801,748.4801,748.4801,0.0
2026-07-06 05:51:00,748.48,748.4801,748.48,748.4801,0.0
2026-07-06 05:53:00,748.6212,748.6212,748.6212,748.6212,0.0
2026-07-06 05:54:44,748.71,748.71,748.71,748.71,0.0
2026-07-06 05:54:00,748.6801,748.71,748.6801,748.71,0.0
2026-07-06 05:56:54,748.72,748.72,748.72,748.72,0.0
2026-07-06 05:56:00,748.76,748.76,748.72,748.72,0.0
2026-07-06 05:58:00,748.6823,748.701,748.6823,748.701,0.0
2026-07-06 06:00:00,748.68,748.732,748.67,748.732,0.0
2026-07-06 06:01:00,748.7807,748.85,748.77,748.77,0.0
2026-07-06 06:02:00,748.6632,748.7185,748.49,748.5292,0.0
2026-07-06 06:03:00,748.49,748.491,748.49,748.491,0.0
2026-07-06 06:04:00,748.45,748.45,748.42,748.42,0.0
2026-07-06 06:05:00,748.4,748.4685,748.4,748.4685,0.0
2026-07-06 06:06:00,748.45,748.4688,748.4,748.4688,0.0
2026-07-06 06:07:38,748.3992,748.3992,748.3992,748.3992,0.0
2026-07-06 06:07:00,748.3682,748.3992,748.3612,748.3992,0.0
2026-07-06 06:09:29,748.34,748.34,748.34,748.34,0.0
2026-07-06 06:09:00,748.34,748.34,748.34,748.34,0.0
2026-07-06 06:11:00,748.4916,748.4916,748.4916,748.4916,0.0
2026-07-06 06:13:00,748.57,748.62,748.569,748.569,0.0
2026-07-06 06:15:00,748.669,748.67,748.65,748.65,0.0
2026-07-06 06:16:00,748.709,748.709,748.65,748.65,0.0
2026-07-06 06:17:00,748.68,748.6992,748.6704,748.6992,0.0
2026-07-06 06:18:00,748.69,748.72,748.69,748.72,0.0
2026-07-06 06:19:16,748.74,748.74,748.74,748.74,0.0
2026-07-06 06:19:00,748.74,748.74,748.74,748.74,0.0
2026-07-06 06:21:51,748.6795,748.6795,748.6795,748.6795,0.0
2026-07-06 06:21:00,748.7485,748.7485,748.6795,748.6795,0.0
2026-07-06 06:26:00,748.549,748.56,748.549,748.56,0.0
2026-07-06 06:27:00,748.54,748.54,748.54,748.54,0.0
2026-07-06 06:29:07,748.45,748.45,748.45,748.45,0.0
2026-07-06 06:29:00,748.45,748.45,748.45,748.45,0.0
2026-07-06 06:31:23,748.47,748.47,748.47,748.47,0.0
2026-07-06 06:33:00,748.5707,748.5707,748.5707,748.5707,0.0
2026-07-06 06:34:00,748.6815,748.7571,748.6815,748.71,0.0
2026-07-06 06:35:00,748.71,748.71,748.64,748.64,0.0
2026-07-06 06:36:49,748.6807,748.6807,748.6807,748.6807,0.0
2026-07-06 06:39:00,748.68,748.719,748.67,748.719,0.0
2026-07-06 06:40:00,748.662,748.662,748.662,748.662,0.0
2026-07-06 06:41:00,748.64,748.64,748.6228,748.631,0.0
2026-07-06 06:43:00,748.5304,748.5304,748.5304,748.5304,0.0
2026-07-06 06:44:00,748.4087,748.4087,748.359,748.359,0.0
2026-07-06 06:45:00,748.1795,748.1795,748.1795,748.1795,0.0
2026-07-06 06:46:00,748.26,748.309,748.26,748.309,0.0
2026-07-06 06:47:00,748.3,748.3,748.3,748.3,0.0
2026-07-06 06:48:00,748.28,748.29,748.28,748.29,0.0
2026-07-06 06:49:00,748.3112,748.3112,748.3112,748.3112,0.0
2026-07-06 06:50:10,748.3101,748.3101,748.3101,748.3101,0.0
2026-07-06 06:50:00,748.3101,748.3101,748.3101,748.3101,0.0
2026-07-06 06:52:00,748.37,748.37,748.37,748.37,0.0
2026-07-06 06:53:00,748.34,748.34,748.34,748.34,0.0
2026-07-06 06:54:29,748.3797,748.3797,748.3797,748.3797,0.0
2026-07-06 06:54:00,748.3797,748.3797,748.3797,748.3797,0.0
2026-07-06 06:56:00,748.4582,748.4582,748.4582,748.4582,0.0
2026-07-06 06:57:00,748.44,748.4491,748.3807,748.3812,0.0
2026-07-06 06:58:00,748.4587,748.4885,748.4587,748.4885,0.0
2026-07-06 07:00:00,748.5306,748.7197,744.78,748.705,0.0
2026-07-06 07:01:00,748.6915,748.72,744.78,744.78,0.0
2026-07-06 07:02:00,748.4515,748.4515,748.255,748.28,0.0
2026-07-06 07:04:00,748.29,748.29,748.215,748.24,0.0
2026-07-06 07:05:00,748.21,748.245,748.11,748.16,0.0
2026-07-06 07:06:00,748.11,748.179,748.0739,748.1299,0.0
2026-07-06 07:08:00,748.11,748.12,748.0456,748.12,0.0
2026-07-06 07:09:00,748.155,748.22,748.079,748.09,0.0
2026-07-06 07:11:00,748.0504,748.15,748.0501,748.145,0.0
2026-07-06 07:12:00,748.17,748.17,748.085,748.13,0.0
2026-07-06 07:13:00,748.09,748.17,748.08,748.17,0.0
2026-07-06 07:14:00,748.175,748.24,748.1478,748.195,0.0
2026-07-06 07:15:00,748.2,748.22,748.17,748.21,0.0
2026-07-06 07:16:00,748.235,748.255,748.17,748.215,0.0
2026-07-06 07:18:00,748.24,748.26,748.19,748.26,0.0
2026-07-06 07:19:00,748.29,748.29,748.21,748.2607,0.0
2026-07-06 07:20:00,748.29,748.3,748.2518,748.295,0.0
2026-07-06 07:22:00,748.315,748.4,748.315,748.4,0.0
2026-07-06 07:23:00,748.37,748.39,748.29,748.39,0.0
2026-07-06 07:25:00,748.18,748.2,748.18,748.195,0.0
2026-07-06 07:26:00,748.2226,748.35,748.2226,748.35,0.0
2026-07-06 07:27:00,748.31,748.3397,748.2161,748.225,0.0
2026-07-06 07:28:00,748.225,748.25,748.21,748.25,0.0
2026-07-06 07:30:00,748.12,748.15,748.12,748.15,0.0
2026-07-06 07:31:00,748.2,748.2,748.14,748.2,0.0
2026-07-06 07:32:00,748.2,748.3388,748.1609,748.3387,0.0
2026-07-06 07:33:00,748.3165,748.3165,748.242,748.242,0.0
2026-07-06 07:34:00,748.2685,748.3602,748.2685,748.3602,0.0
2026-07-06 07:37:00,748.285,748.31,748.255,748.255,0.0
2026-07-06 07:39:00,748.2,748.22,748.1559,748.22,0.0
2026-07-06 07:41:00,748.2053,748.23,748.18,748.199,0.0
2026-07-06 07:42:00,748.175,748.1987,748.1,748.165,0.0
2026-07-06 07:44:00,748.1499,748.24,748.1499,748.22,0.0
2026-07-06 07:45:00,748.2,748.2695,748.2,748.255,0.0
2026-07-06 07:46:00,748.2702,748.2702,748.22,748.22,0.0
2026-07-06 07:48:00,748.3496,748.3496,748.1985,748.225,0.0
2026-07-06 07:49:00,748.2138,748.29,748.21,748.24,0.0
2026-07-06 07:50:00,748.2827,748.2827,748.16,748.17,0.0
2026-07-06 07:51:00,748.1692,748.1692,748.09,748.11,0.0
2026-07-06 07:53:00,748.055,748.075,747.99,747.99,0.0
2026-07-06 07:54:00,747.9796,747.99,747.915,747.95,0.0
2026-07-06 07:55:00,747.9494,748.18,747.9494,748.09,0.0
2026-07-06 07:56:00,748.085,748.085,748.02,748.04,0.0
2026-07-06 07:57:00,748.0587,748.0587,747.75,747.8,0.0
2026-07-06 07:59:00,747.79,747.8,747.75,747.785,0.0
2026-07-06 08:00:00,747.78,747.875,747.69,747.8235,0.0
2026-07-06 08:02:00,747.91,747.9785,747.69,747.92,0.0
2026-07-06 08:03:00,747.935,748.37,747.8802,748.32,0.0
2026-07-06 08:04:00,748.25,748.4522,748.25,748.39,0.0
2026-07-06 08:05:00,748.38,748.392,748.195,748.22,0.0
2026-07-06 08:06:00,748.21,748.26,748.18,748.2597,0.0
2026-07-06 08:07:00,748.2903,748.41,748.2903,748.34,0.0
2026-07-06 08:08:00,748.3661,748.47,748.32,748.36,0.0
2026-07-06 08:10:00,748.4127,748.479,748.4113,748.46,0.0
2026-07-06 08:11:00,748.46,748.47,748.4,748.415,0.0
2026-07-06 08:12:00,748.43,748.43,748.34,748.35,0.0
2026-07-06 08:13:00,748.355,748.45,748.34,748.38,0.0
2026-07-06 08:14:00,748.38,748.5,748.38,748.4492,0.0
2026-07-06 08:16:00,748.5,748.545,748.495,748.54,0.0
2026-07-06 08:17:00,748.52,748.55,748.47,748.48,0.0
2026-07-06 08:19:00,748.5987,748.68,748.545,748.545,0.0
2026-07-06 08:20:00,748.57,748.6,748.395,748.42,0.0
2026-07-06 08:21:00,748.42,748.4395,748.28,748.2901,0.0
2026-07-06 08:22:00,748.34,748.34,748.19,748.23,0.0
2026-07-06 08:23:00,748.13,748.135,748.01,748.06,0.0
2026-07-06 08:24:00,748.04,748.045,747.86,747.86,0.0
2026-07-06 08:25:00,747.84,747.93,747.84,747.93,0.0
2026-07-06 08:26:00,747.92,747.965,747.9,747.955,0.0
2026-07-06 08:27:00,747.94,747.94,747.84,747.9197,0.0
2026-07-06 08:29:00,748.0,748.0101,747.9526,748.0101,0.0
2026-07-06 08:30:00,747.98,748.065,747.98,748.05,0.0
2026-07-06 08:31:00,748.05,748.08,748.03,748.03,0.0
2026-07-06 08:32:00,747.98,748.11,747.98,748.07,0.0
2026-07-06 08:33:00,748.04,748.08,747.875,747.89,0.0
2026-07-06 08:34:00,747.93,747.94,747.88,747.94,0.0
2026-07-06 08:35:00,747.93,748.08,747.88,748.045,0.0
2026-07-06 08:36:00,748.035,748.19,748.01,748.19,0.0
2026-07-06 08:37:00,748.209,748.445,748.1706,748.445,0.0
2026-07-06 08:38:00,748.47,748.5,748.41,748.41,0.0
2026-07-06 08:39:00,748.42,748.4382,748.33,748.35,0.0
2026-07-06 08:40:00,748.3495,748.3495,748.27,748.27,0.0
2026-07-06 08:42:00,748.1213,748.29,748.1,748.2,0.0
2026-07-06 08:43:00,748.19,748.19,748.0291,748.055,0.0
2026-07-06 08:44:00,748.08,748.1,748.04,748.085,0.0
2026-07-06 08:46:00,748.095,748.18,748.095,748.16,0.0
2026-07-06 08:48:00,748.165,748.18,748.13,748.13,0.0
2026-07-06 08:49:00,748.135,748.1899,748.1,748.17,0.0
2026-07-06 08:50:00,748.17,748.205,748.11,748.2,0.0
2026-07-06 08:52:00,748.329,748.35,748.29,748.35,0.0
2026-07-06 08:53:00,748.335,748.36,748.29,748.35,0.0
2026-07-06 08:54:00,748.33,748.42,748.29,748.42,0.0
2026-07-06 08:55:00,748.405,748.41,748.24,748.27,0.0
2026-07-06 08:56:00,748.29,748.36,748.27,748.29,0.0
2026-07-06 08:57:00,748.26,748.31,748.26,748.26,0.0
2026-07-06 08:58:00,748.31,748.37,748.31,748.36,0.0
2026-07-06 09:00:00,748.49,748.49,748.29,748.31,0.0
2026-07-06 09:01:00,748.29,748.33,748.21,748.22,0.0
2026-07-06 09:02:00,748.205,748.205,747.86,747.919,0.0
2026-07-06 09:03:00,747.899,747.95,747.81,747.935,0.0
2026-07-06 09:05:00,747.935,747.98,747.9,747.9595,0.0
2026-07-06 09:06:00,747.96,747.97,747.87,747.895,0.0
2026-07-06 09:07:00,747.93,747.98,747.89,747.965,0.0
2026-07-06 09:08:00,747.965,747.98,747.825,747.8852,0.0
2026-07-06 09:09:00,747.92,747.96,747.83,747.83,0.0
2026-07-06 09:10:00,747.87,747.93,747.85,747.92,0.0
2026-07-06 09:12:00,747.95,748.015,747.94,748.0096,0.0
2026-07-06 09:13:00,747.9901,748.025,747.8,747.82,0.0
2026-07-06 09:14:00,747.79,747.82,747.73,747.75,0.0
2026-07-06 09:15:00,747.76,747.81,747.72,747.74,0.0
2026-07-06 09:16:00,747.73,747.745,747.63,747.71,0.0
2026-07-06 09:17:00,747.695,747.76,747.63,747.63,0.0
2026-07-06 09:18:00,747.635,747.65,747.46,747.5997,0.0
2026-07-06 09:19:00,747.5997,747.649,747.48,747.62,0.0
2026-07-06 09:20:00,747.615,747.7587,747.49,747.5387,0.0
2026-07-06 09:21:00,747.525,747.5661,747.5,747.53,0.0
2026-07-06 09:22:00,747.51,747.61,747.42,747.57,0.0
2026-07-06 09:23:00,747.61,747.74,747.585,747.69,0.0
2026-07-06 09:24:00,747.69,747.7048,747.5502,747.595,0.0
2026-07-06 09:25:00,747.64,747.77,747.635,747.645,0.0
2026-07-06 09:26:00,747.675,747.8,747.675,747.79,0.0
2026-07-06 09:27:00,747.7801,747.9,747.71,747.8,0.0
2026-07-06 09:28:00,747.8,748.01,747.78,747.9604,0.0
2026-07-06 09:29:00,747.9807,748.6,747.89,748.545,0.0
2026-07-06 09:30:00,748.739990234375,749.3800048828125,748.1400146484375,749.2899780273438,1172393.0
2026-07-06 09:31:00,749.2150268554688,749.4650268554688,748.489990234375,748.530029296875,213086.0
2026-07-06 09:32:00,748.5399780273438,749.0900268554688,748.510009765625,749.02001953125,196918.0
2026-07-06 09:33:00,748.969970703125,749.1599731445312,748.9000244140625,749.0999755859375,149962.0
2026-07-06 09:34:00,749.0999755859375,749.280029296875,748.8800048828125,749.1799926757812,168813.0
2026-07-06 09:35:00,749.1099853515625,749.1099853515625,748.4550170898438,748.5999755859375,202131.0
2026-07-06 09:36:00,748.6099853515625,748.6749877929688,747.6599731445312,748.1400146484375,133726.0
2026-07-06 09:37:00,748.1500244140625,748.5596923828125,747.739990234375,747.77001953125,110862.0
2026-07-06 09:38:00,747.780029296875,747.8400268554688,747.4099731445312,747.6799926757812,136314.0
2026-07-06 09:39:00,747.72412109375,748.3099975585938,747.6500244140625,748.2916870117188,84101.0
2026-07-06 09:40:00,748.2999877929688,748.469970703125,748.0399780273438,748.4400024414062,153751.0
2026-07-06 09:41:00,748.4600219726562,748.489990234375,748.1500244140625,748.239990234375,113287.0
2026-07-06 09:42:00,748.2050170898438,748.2050170898438,747.719970703125,748.0001220703125,170138.0
2026-07-06 09:43:00,747.9710083007812,748.14501953125,747.8200073242188,747.9600219726562,93745.0
2026-07-06 09:44:00,747.9650268554688,748.6500244140625,747.9400024414062,748.6400146484375,152542.0
2026-07-06 09:45:00,748.6199951171875,749.030029296875,748.4500122070312,748.8699951171875,129400.0
2026-07-06 09:46:00,748.8699951171875,749.0999755859375,748.2990112304688,748.5,198451.0
2026-07-06 09:47:00,748.510009765625,748.77001953125,748.2999877929688,748.6799926757812,211198.0
2026-07-06 09:48:00,748.6900024414062,748.97998046875,748.6400146484375,748.85498046875,129010.0
2026-07-06 09:49:00,748.85498046875,748.9500122070312,748.739990234375,748.9400024414062,128473.0
2026-07-06 09:50:00,748.9500122070312,749.2000122070312,748.7741088867188,749.1649780273438,200558.0
2026-07-06 09:51:00,749.1699829101562,749.5399780273438,749.0499877929688,749.385009765625,254179.0
2026-07-06 09:52:00,749.3900146484375,749.3900146484375,748.6799926757812,748.6799926757812,136029.0
2026-07-06 09:53:00,748.6799926757812,748.9600219726562,748.260009765625,748.89501953125,130967.0
2026-07-06 09:54:00,748.89501953125,749.1799926757812,748.8200073242188,748.875,85849.0
2026-07-06 09:55:00,748.8699951171875,748.9099731445312,748.5599975585938,748.6500244140625,105486.0
2026-07-06 09:56:00,748.6799926757812,748.9600219726562,748.510009765625,748.8800048828125,75880.0
2026-07-06 09:57:00,748.8699951171875,748.9650268554688,748.7000122070312,748.75,76767.0
2026-07-06 09:58:00,748.75,748.7999877929688,748.3298950195312,748.5728149414062,103587.0
2026-07-06 09:59:00,748.6199951171875,748.780029296875,748.4000244140625,748.510009765625,78475.0
2026-07-06 10:00:00,748.5399780273438,748.7000122070312,747.989990234375,748.4099731445312,99799.0
2026-07-06 10:01:00,748.468994140625,749.010009765625,748.4299926757812,748.989990234375,76549.0
2026-07-06 10:02:00,748.97998046875,749.0,748.719970703125,748.7449951171875,50400.0
2026-07-06 10:03:00,748.7362060546875,748.9686889648438,748.5700073242188,748.614990234375,72854.0
2026-07-06 10:04:00,748.5999755859375,748.6599731445312,748.2899780273438,748.3800048828125,69664.0
2026-07-06 10:05:00,748.3699951171875,748.3699951171875,748.0999755859375,748.114990234375,54682.0
2026-07-06 10:06:00,748.12060546875,748.6193237304688,748.0700073242188,748.5700073242188,79753.0
2026-07-06 10:07:00,748.5399780273438,748.6950073242188,748.4400024414062,748.6649780273438,52778.0
2026-07-06 10:08:00,748.6749877929688,748.9400024414062,748.5599975585938,748.6799926757812,67758.0
2026-07-06 10:09:00,748.6599731445312,749.0499877929688,748.5900268554688,748.819580078125,80499.0
2026-07-06 10:10:00,748.77001953125,748.9400024414062,748.5999755859375,748.8200073242188,68192.0
2026-07-06 10:11:00,748.8800048828125,749.02001953125,748.719970703125,748.8474731445312,70722.0
2026-07-06 10:12:00,748.8499755859375,749.1500244140625,748.6799926757812,749.0599975585938,78533.0
2026-07-06 10:13:00,749.0499877929688,749.239990234375,749.010009765625,749.2249755859375,76006.0
2026-07-06 10:14:00,749.22998046875,749.4500122070312,749.1799926757812,749.4000244140625,139275.0
2026-07-06 10:15:00,749.4249877929688,749.4400024414062,749.1300048828125,749.1649780273438,82010.0
2026-07-06 10:16:00,749.1599731445312,749.3499755859375,749.0,749.2449951171875,65534.0
2026-07-06 10:17:00,749.25,749.4500122070312,749.1109008789062,749.4500122070312,305024.0
2026-07-06 10:18:00,749.4199829101562,749.469970703125,748.969970703125,749.14501953125,60608.0
2026-07-06 10:19:00,749.155029296875,749.2000122070312,749.030029296875,749.1799926757812,1039869.0
2026-07-06 10:20:00,749.1900024414062,749.3699951171875,749.1900024414062,749.2100219726562,68406.0
2026-07-06 10:21:00,749.1699829101562,749.5598754882812,749.0499877929688,749.2600708007812,404916.0
2026-07-06 10:22:00,749.2598876953125,749.4400024414062,749.2000122070312,749.4000244140625,133879.0
2026-07-06 10:23:00,749.4199829101562,749.760009765625,749.4099731445312,749.75,122052.0
2026-07-06 10:24:00,749.719970703125,749.8400268554688,749.5399780273438,749.6300048828125,84898.0
2026-07-06 10:25:00,749.6799926757812,749.9099731445312,749.6799926757812,749.8800048828125,326591.0
2026-07-06 10:26:00,749.8800048828125,749.9650268554688,749.7750244140625,749.8499755859375,74888.0
2026-07-06 10:27:00,749.8699951171875,749.9299926757812,749.5800170898438,749.75,166628.0
2026-07-06 10:28:00,749.75,749.8499755859375,749.5599975585938,749.6799926757812,62698.0
2026-07-06 10:29:00,749.7100219726562,749.97998046875,749.7100219726562,749.9299926757812,71170.0
2026-07-06 10:30:00,749.9301147460938,750.0999755859375,749.739990234375,749.8699951171875,105933.0
2026-07-06 10:31:00,749.8699951171875,750.0700073242188,749.7680053710938,750.02001953125,56486.0
2026-07-06 10:32:00,750.0499877929688,750.1400146484375,749.8900146484375,750.0800170898438,87551.0
2026-07-06 10:33:00,750.0499877929688,750.1699829101562,749.7999877929688,749.8599853515625,104928.0
2026-07-06 10:34:00,749.8400268554688,749.8900146484375,749.6199951171875,749.7000122070312,184299.0
2026-07-06 10:35:00,749.7000122070312,749.8400268554688,749.5700073242188,749.7849731445312,87726.0
2026-07-06 10:36:00,749.780029296875,749.85498046875,749.6649780273438,749.7000122070312,57987.0
2026-07-06 10:37:00,749.6900024414062,749.7000122070312,749.52001953125,749.6199951171875,91116.0
2026-07-06 10:38:00,749.625,749.6900024414062,749.4600219726562,749.5698852539062,63681.0
2026-07-06 10:39:00,749.5599975585938,749.7161865234375,749.4400024414062,749.6668090820312,159497.0
2026-07-06 10:40:00,749.64501953125,749.7100219726562,749.52099609375,749.6599731445312,48870.0
2026-07-06 10:41:00,749.6798706054688,749.6798706054688,749.2100219726562,749.4000244140625,121126.0
2026-07-06 10:42:00,749.3825073242188,749.4188232421875,749.0999755859375,749.2000122070312,58385.0
2026-07-06 10:43:00,749.2150268554688,749.594970703125,749.2000122070312,749.5549926757812,73894.0
2026-07-06 10:44:00,749.5549926757812,749.7550048828125,749.5549926757812,749.6699829101562,53713.0
2026-07-06 10:45:00,749.6599731445312,749.8151245117188,749.5399780273438,749.7999877929688,73919.0
2026-07-06 10:46:00,749.7899780273438,749.8699951171875,749.5421142578125,749.6199951171875,53201.0
2026-07-06 10:47:00,749.6199951171875,749.75,749.5700073242188,749.6799926757812,32079.0
2026-07-06 10:48:00,749.6799926757812,749.77001953125,749.5,749.760009765625,50671.0
2026-07-06 10:49:00,749.77001953125,749.8400268554688,749.7100219726562,749.75,49411.0
2026-07-06 10:50:00,749.75,749.989990234375,749.75,749.9450073242188,72163.0
2026-07-06 10:51:00,749.9500122070312,749.9500122070312,749.7225952148438,749.739990234375,56774.0
2026-07-06 10:52:00,749.7147216796875,749.780029296875,749.5999755859375,749.6500244140625,62574.0
2026-07-06 10:53:00,749.6599731445312,750.0399780273438,749.6500244140625,750.030029296875,191147.0
2026-07-06 10:54:00,750.02001953125,750.02001953125,749.8099975585938,749.8900146484375,57096.0
2026-07-06 10:55:00,749.8599853515625,749.9486083984375,749.7039184570312,749.875,53341.0
2026-07-06 10:56:00,749.8599853515625,749.97998046875,749.760009765625,749.8099975585938,67804.0
2026-07-06 10:57:00,749.8099975585938,749.9600219726562,749.7550048828125,749.9400024414062,68019.0
2026-07-06 10:58:00,749.905029296875,750.0900268554688,749.8779907226562,749.9600219726562,73424.0
2026-07-06 10:59:00,749.9500122070312,750.27001953125,749.9400024414062,750.260009765625,124366.0
2026-07-06 11:00:00,750.260009765625,750.3574829101562,749.989990234375,750.0449829101562,87242.0
2026-07-06 11:01:00,750.0499877929688,750.3900146484375,749.9500122070312,750.3499755859375,68044.0
